lane,name,title,company,domain,email,email_status,company_source,contact_source,need_source,need_evidence,approval_status
direct-client,Maryanne Guido,CEO,Guido Construction,guidoco.com,,unresolved,https://www.guidoco.com/,https://www.guidoco.com/news,https://www.guidoconstruction.com/alamo-colleges-st-philips-welding-auto-body-collision-center,"Guido's official portfolio includes the Alamo Colleges St. Philip's Welding and Auto Body Collision Center in San Antonio, signaling institutional construction with structural, MEP, and permit-coordination needs.",pending FindyMail lookup
direct-client,Zach Gruen,Executive Vice President,HB Construction,hbconstruction.com,,unresolved,https://hbconstruction.com/,https://hbconstruction.com/zach-gruen-executive-vice-president/,https://hbconstruction.com/built-for-a-brighter-future/,"HB recently kicked off a new 300-bed student housing project at New Mexico State University, creating immediate multifamily structural, MEP, civil/site, drafting, and permit-response coordination needs.",pending FindyMail lookup
direct-client,Mark Hourigan,Chief Executive Officer,Hourigan,hourigan.group,,unresolved,https://www.hourigan.group/,https://www.hourigan.group/about/leadership/,https://www.hourigan.group/projects/vcu-costar-center-for-arts-and-innovation-2/,"Hourigan publicly features the VCU CoStar Center for Arts and Innovation in Richmond, a multidisciplinary arts facility whose specialized spaces create structural, MEP, constructability, and permit-coordination demand.",pending FindyMail lookup
direct-client,Blaine Beckman,President,Nunnelly General Contractor,nunnelly.com,,unresolved,https://www.nunnelly.com/,https://www.nunnelly.com/about-us,https://www.nunnelly.com/projects/under-construction,"Nunnelly maintains an official under-construction portfolio for its San Antonio and South-Central Texas commercial work, creating recurring demand for plan revisions, constructability review, and discipline coordination.",pending FindyMail lookup
direct-client,Donald R. O'Haver II,Founder and President,O'Haver Contractors,ohcltd.net,,unresolved,https://www.ohcltd.net/,https://www.ohcltd.net/about-us/,https://www.ohcltd.net/current-projects/,"O'Haver publishes a current-projects page for its San Antonio commercial construction workload, indicating live coordination needs across new-build and renovation scopes.",pending FindyMail lookup
direct-client,Joey Johnson,President and Principal,Ridgemont Commercial Construction,ridgemont.com,,unresolved,https://ridgemont.com/,https://ridgemont.com/about/general-contractor-team/,https://ridgemont.com/portfolio/celina-summit-crossing/,"Ridgemont's DFW portfolio includes Celina Summit Crossing in fast-growing Celina, indicating retail and commercial site-development demand involving civil, structural, and tenant coordination.",pending FindyMail lookup
direct-client,Shane Watts,Founder and Owner,S. Watts Group,swattsgroup.com,,unresolved,https://swattsgroup.com/,https://swattsgroup.com/about,https://swattsgroup.com/portfolio_page/aidm-austin-institute-of-dental-medicine/,"S. Watts Group features the Austin Institute of Dental Medicine among its current portfolio, a clinical build-out type with dense MEP, equipment, and permit coordination.",pending FindyMail lookup
direct-client,Erin Hobson,Chief Strategy Officer,Sellen Construction,sellen.com,,unresolved,https://www.sellen.com/,https://www.sellen.com/contact-us/,https://www.sellen.com/contact-us/construction-updates/memorial-stadium/,"Sellen's live construction-update page says it is redeveloping Seattle's Memorial Stadium with Seattle Center and Seattle Public Schools and details upcoming utility work, an 8,000-person venue, locker rooms, stands, training areas, and site amenities.",pending FindyMail lookup
direct-client,Susan Gray,Business Development,Shawmut Design and Construction,shawmut.com,,unresolved,https://www.shawmut.com/,https://www.shawmut.com/contact,https://www.shawmut.com/news/shawmut-hobbs-brook-real-estate-and-payette-break-ground-on-fm-globals-norwood-campus-expansion-with-world-class-rd-center,"Shawmut's official project announcement documents groundbreaking on FM Global's Norwood, Massachusetts campus expansion and a new research-and-development center with Hobbs Brook Real Estate and Payette.",pending FindyMail lookup
direct-client,Nancy Osman,Chief Executive Officer and Partner,Solomon Builders,solomonbuilders.com,,unresolved,https://www.solomonbuilders.com/,https://www.solomonbuilders.com/team,https://www.solomonbuilders.com/projects,"Solomon's official Middle Tennessee portfolio spans education, healthcare, mixed-use, office, religious, specialty, and tenant-buildout work, including Ramsey Solutions, Nashville Zoo, Lipscomb Academy, CBRE, and United Talent Agency.",pending FindyMail lookup
direct-client,Tim Kennedy,President,Trident Construction,tridentconstruction.com,,unresolved,https://tridentconstruction.com/,https://tridentconstruction.com/our-people/leadership-team/,https://tridentconstruction.com/project/azalea-complex/,"Trident's Azalea Complex evidence describes a 120,000-square-foot North Charleston design-build redevelopment with offices, shops, laboratories, warehouse space, equipment storage, parking, utilities, and full-site redevelopment.",pending FindyMail lookup
direct-client,Peter Davoren,Chairman and Chief Executive Officer,Turner Construction Company,tcco.com,,unresolved,https://tcco.com/,https://www.turnerconstruction.com/leadership,https://www.turnerconstruction.com/insights/dornan-marks-groundbreaking-milestone-on-advanced-technology-project,"Turner's August 2026 news identifies a new groundbreaking milestone for an advanced-technology project, while its current market coverage spans data centers, semiconductors, manufacturing, healthcare, and major commercial work.",pending FindyMail lookup
direct-client,John Yantis,Owner/Managing Partner,Yantis Company,yantiscompany.com,,unresolved,https://www.yantiscompany.com/,https://www.yantiscompany.com/about-yantis-company/meet-the-team/john-yantis-2/,https://www.yantiscompany.com/construction-underway-on-medio-creek-flood-control-project/,"Yantis documents construction underway on the Medio Creek flood-control project in San Antonio, a civil-heavy scope with drainage, grading, utility, and field-revision coordination needs.",pending FindyMail lookup
referral-partner,Lara Poloni,President,AECOM,aecom.com,,unresolved,https://aecom.com,https://aecom.com/about-aecom/leadership/,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized arena project; sports/entertainment developments need high-capacity structural, MEP, transportation, and site infrastructure.",pending FindyMail lookup
referral-partner,Jing Liu,Founding Partner,After Architecture,afterarchitecture.net,,findymail_no_result,https://www.afterarchitecture.net,https://www.afterarchitecture.net/about,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized Newark project; adaptive/urban building work can require code, envelope, and building-systems engineering.",unresolved_do_not_retry
referral-partner,Trey A. Sanders,Partner,Andersson / Wise,anderssonwise.com,,findymail_no_result,https://www.anderssonwise.com,https://www.anderssonwise.com/studio,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized camp project; rural hospitality/site projects need civil, utilities, structural, and resilient-systems coordination.",unresolved_do_not_retry
referral-partner,Steve McDowell,Principal,BNIM,bnim.com,,unresolved,https://www.bnim.com,https://www.bnim.com/people/steve-mcdowell,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,2025 award-recognized project listed in national awards release; institutional projects are strong candidates for integrated engineering support.,pending FindyMail lookup
referral-partner,Robert J. Glazer,President and Chief Executive Officer,Ballinger,ballinger.com,,findymail_no_result,https://www.ballinger.com,https://www.ballinger.com/people/robert-glazer/,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized health-center project; outpatient healthcare facilities require coordinated MEP, medical systems, and life-safety design.",unresolved_do_not_retry
referral-partner,Robert Wagnon,Principal,Burris/Wagnon Architects,burriswagnon.com,,findymail_no_result,https://www.burriswagnon.com,https://www.burriswagnon.com/about,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized fire-training facility; specialized public-safety facilities need robust structural, mechanical, and utility engineering.",unresolved_do_not_retry
referral-partner,Eric Logan,Principal,CLB Architects,clbarchitects.com,,unresolved,https://www.clbarchitects.com,https://www.clbarchitects.com/people/eric-logan,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized airport project; aviation facilities involve structural, MEP, civil, and life-safety interfaces.",pending FindyMail lookup
referral-partner,Michael J. DiMella,Founding Principal,DiMella Shaffer,dimellashaffer.com,,findymail_no_result,https://www.dimellashaffer.com,https://www.dimellashaffer.com/people/michael-j-dimella,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized multifamily project; housing requires repeat MEP, structural, envelope, and accessibility coordination.",unresolved_do_not_retry
referral-partner,Michael Eckenhoff,Principal,Eckenhoff Saunders Architects,eckenhoffsaunders.com,,findymail_no_result,https://www.eckenhoffsaunders.com,https://www.eckenhoffsaunders.com/people,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized winery; hospitality projects require utility, structural, MEP, and site coordination.",unresolved_do_not_retry
referral-partner,David P. Manfredi,Founding Principal,Elkus Manfredi Architects,elkus-manfredi.com,,unresolved,https://www.elkus-manfredi.com,https://www.elkus-manfredi.com/people/david-p-manfredi/,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,2025 award-recognized project listed in national awards release; commercial and mixed-use work requires repeat MEP/structural coordination.,pending FindyMail lookup
referral-partner,Todd Schliemann,Design Partner,Ennead Architects,ennead.com,,unresolved,https://www.ennead.com,https://www.ennead.com/people/todd-schliemann,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized healthcare projects; healthcare delivery facilities need complex MEP, structural, and regulatory coordination.",pending FindyMail lookup
referral-partner,David L. Olson,Chief Executive Officer,Flad Architects,flad.com,,unresolved,https://www.flad.com,https://www.flad.com/people/david-olson/,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized life-science project; laboratory and research facilities need sophisticated MEP, process, and structural engineering.",pending FindyMail lookup
referral-partner,Frederick G. Gibson,Principal,GF55 Architects,gf55.com,,findymail_no_result,https://www.gf55.com,https://www.gf55.com/people/frederick-g-gibson,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized youth clubhouse; community facilities require accessible, resilient, and building-systems design coordination.",unresolved_do_not_retry
referral-partner,Frank Gehry,Founding Partner,Gehry Partners LLP,gehrypartners.com,,findymail_no_result,https://www.gehrypartners.com,https://www.gehrypartners.com/people,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized school expansion; education projects require coordinated MEP, structural, accessibility, and campus utility work.",unresolved_do_not_retry
referral-partner,James Zheng,President,Goettsch Partners,gp-arch.com,,findymail_no_result,https://www.gp-arch.com,https://www.gp-arch.com/people/james-zheng,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized Denver high-rise; tall-building structural, facade, and MEP coordination is a strong engineering fit.",unresolved_do_not_retry
referral-partner,Bill Hastings,Founding Principal,HASTINGS Architecture,hastingsarchitecture.com,,unresolved,https://www.hastingsarchitecture.com,https://www.hastingsarchitecture.com/people/bill-hastings,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized urban riverfront project; district-scale development needs civil, utilities, structural, and MEP coordination.",pending FindyMail lookup
referral-partner,Susan Klumpp Williams,Chief Executive Officer,HOK,hok.com,,unresolved,https://www.hok.com,https://www.hok.com/people/susan-klumpp-williams/,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,2025 award-recognized office and healthcare projects; large commercial and healthcare programs need integrated engineering.,pending FindyMail lookup
referral-partner,Brian K. Sweeney,Principal,Hord Coplan Macht,hcm2.com,,findymail_no_result,https://www.hcm2.com,https://www.hcm2.com/people/brian-k-sweeney/,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized university project; higher-ed renovation/new-build programs require structural, MEP, and campus systems coordination.",unresolved_do_not_retry
referral-partner,Matthew Marcuccio,Principal,INFORM Studio,inform-studio.com,,findymail_no_result,https://www.inform-studio.com,https://www.inform-studio.com/people,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized gateway-center project; transportation/public projects require civil, structural, and MEP interfaces.",unresolved_do_not_retry
referral-partner,John Friedman,Founding Partner,John Friedman Alice Kimm Architects,jfak.net,,unresolved,https://www.jfak.net,https://www.jfak.net/about,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"Two 2025 award-recognized California public projects; schools and service facilities create recurring MEP, civil, and accessibility needs.",pending FindyMail lookup
referral-partner,Leo A. Daly III,Chairman,LEO A DALY,leoadaly.com,,unresolved,https://www.leoadaly.com,https://www.leoadaly.com/people/leo-a-daly-iii/,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized public-policy academic building; higher-education projects demand coordinated MEP, structural, and technology systems.",pending FindyMail lookup
referral-partner,Chandra Robinson,Founding Principal,LEVER Architecture,leverarchitecture.com,,unresolved,https://www.leverarchitecture.com,https://www.leverarchitecture.com/studio,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized studio-campus project; media/office campus work calls for building systems, tenant, and infrastructure coordination.",pending FindyMail lookup
referral-partner,David Lake,Founding Partner,Lake|Flato Architects,lakeflato.com,,unresolved,https://www.lakeflato.com,https://www.lakeflato.com/people/david-lake,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized civic-center work; civic renovations require accessibility, site, utility, and MEP coordination.",pending FindyMail lookup
referral-partner,Jonathan Marvel,Founding Principal,Marvel,marveldesigns.com,,unresolved,https://www.marveldesigns.com,https://www.marveldesigns.com/people/jonathan-marvel,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized waterfront mixed-use/public-realm project; it requires civil, resilient-site, structural, and building-systems coordination.",pending FindyMail lookup
referral-partner,Chad Oppenheim,Founder and Design Principal,Oppenheim Architecture,oppenoffice.com,,unresolved,https://www.oppenoffice.com,https://www.oppenoffice.com/about,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized resort project; destination hospitality demands structural, MEP, water, and resilient site engineering.",pending FindyMail lookup
referral-partner,Patrick Tighe,Principal,Patrick TIGHE Architecture,patricktighearchitecture.com,,findymail_no_result,https://www.patricktighearchitecture.com,https://www.patricktighearchitecture.com/about,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized affordable-housing project; housing delivery calls for cost-aware structural, MEP, and energy engineering.",unresolved_do_not_retry
referral-partner,Kevin Sullivan,President,Payette,payette.com,,unresolved,https://www.payette.com,https://www.payette.com/people/kevin-sullivan/,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"Several 2025 award-recognized healthcare and education projects; those sectors require high-complexity MEP, structural, and code coordination.",pending FindyMail lookup
referral-partner,David Hart,President & CEO,Steinberg Hart,steinberghart.com,,unresolved,https://www.steinberghart.com/,https://www.steinberghart.com/values/people/david-hart/,https://www.steinberghart.com/news/celebrating-the-groundbreaking-of-essense-501/,"Its Los Angeles mixed-use and commercial architecture work can require coordinated structural, civil/site, and MEP consultant support.",pending FindyMail lookup
referral-partner,Cory Creath,Founding Principal and Owner,AXIS Architecture + Design,axisarchitecture.com,,unresolved,https://axisarchitecture.com/,https://axisarchitecture.com/news/team_member/san-francisco-founding-principal-architect-cory-creath/,https://axisarchitecture.com/news/axis-completes-the-hilton-arcadia-los-angeles-a-landmark-adaptive-reuse-and-new-build-hotel-development/,Hospitality adaptive-reuse and new-build design creates fit for multidisciplinary engineering coordination and construction-phase responses.,pending FindyMail lookup
referral-partner,Wade Killefer,Founding Partner,KFA Architecture,kfalosangeles.com,,unresolved,https://kfalosangeles.com/,https://kfalosangeles.com/people/wade-killefer-faia/,https://architecturedigest.net/kfa-set-to-transform-1970s-brutalist-la-office-into-apartments,"Multifamily and adaptive-reuse architecture is a fit for structural retrofit, MEP coordination, and entitlement/permit support.",pending FindyMail lookup
referral-partner,Andrew Byrne,Partner,Grimshaw,grimshaw.global,,unresolved,https://grimshaw.global/,https://grimshaw.global/practice/people/andrew-byrne/,https://theregistrysocal.com/riboli-family-advances-233000-sqft-grimshaw-designed-office-project-on-downtown-la-parking-lot-as-submarket-vacancy-tops-24/,Large urban office and institutional design programs need coordinated engineering disciplines and constructability input.,pending FindyMail lookup
referral-partner,Suzan Elwyn,Partner,Otherworks,ow-office.com,,unresolved,https://www.ow-office.com/,https://www.ow-office.com/who-we-are,https://www.linkedin.com/posts/otherworks_we-are-excited-to-announce-the-completion-activity-7493740229778882560-3k67,Urban creative-campus and commercial architecture creates opportunities for coordinated engineering and permitting support.,pending FindyMail lookup
referral-partner,Annie Chu,Founding Principal,Chu-Gooding,chugooding.com,,unresolved,https://chugooding.com/,https://chugooding.com/about/team/annie-chu/,https://www.linkedin.com/posts/chu-gooding-architects_losangelesarchitecture-downtownla-jaderabbitrestaurant-activity-7486475643954556928-xFNC,"Restaurant, hospitality, and commercial interiors benefit from rapid MEP, structural, and permit coordination.",pending FindyMail lookup
referral-partner,Yong Nam,President,HPA Architecture,hparchs.com,,unresolved,https://www.hparchs.com/,https://www.hparchs.com/about/,https://www.linkedin.com/posts/hparchs_designed-and-made-in-california-solano-foundry-activity-7351724487597346816-bdPC,"Advanced-manufacturing and commercial park design is a fit for civil/site, structural, and building-system coordination.",pending FindyMail lookup
referral-partner,Marcus Luciani,Principal,Studio One Eleven,studio-111.com,,unresolved,https://studio-111.com/,https://studio-111.com/2026/08/marcus-luciani-promoted-to-studio-one-eleven-principal/,https://careers.studio-111.com/jobs/564662-project-manager-studio-one-eleven,Architecture project-management delivery indicates recurring consultant coordination and construction-document support needs.,pending FindyMail lookup
referral-partner,Sharron van der Meulen,Managing Partner,ZGF Architects,zgf.com,,unresolved,https://www.zgf.com/,https://www.zgf.com/leadership/1564-sharron-van-der-meulen,https://www.zgf.com/ideas/9444-california-science-center-announces-grand-opening-date-for-new-samuel-oschin-air-and-space-center,Science-center and civic architecture requires complex building-system and multidisciplinary engineering coordination.,pending FindyMail lookup
referral-partner,Thomas McCarthy,Chief Executive Officer,Page,pagethink.com,,unresolved,https://www.pagethink.com/,https://www.pagethink.com/people/thomas-mccarthy,https://careers.pagethink.com/jobs/5390?lang=en-us,Commercial architecture practice and fire-protection engineering recruitment signal building-systems delivery needs.,pending FindyMail lookup
referral-partner,Enrique Suarez,Principal and CEO,HED,hed.co,,unresolved,https://hed.co/,https://hed.co/people/enrique-suarez/,https://hed.co/careers/,Architecture practice delivery is a fit for overflow engineering coordination and construction-phase support.,pending FindyMail lookup
referral-partner,Mike Parrott,President and Healthcare Leader,Nacht & Lewis Architects,nachtlewis.com,,unresolved,https://nachtlewis.com/,https://nachtlewis.com/people/,https://www.linkedin.com/posts/nacht-%26-lewis-architects-inc-_nachtlewis-progressupdate-healthcare-activity-7486492881340465152-ocge,"Healthcare architecture has recurring structural, MEP, code, and phased-construction coordination requirements.",pending FindyMail lookup
referral-partner,Gregory Mueller,Design Principal and CEO,Tucker Sadler Architects,tuckersadler.com,,unresolved,https://www.tuckersadler.com/,https://www.tuckersadler.com/tucker-sadler-team,https://www.tuckersadler.com/projects/martinez-marina,"Waterfront, hospitality, and commercial design work is a fit for civil/site and building-system consultant coordination.",pending FindyMail lookup
referral-partner,Douglas H. Austin,Founder and Chairman,AVRP Studios,avrpstudios.com,,unresolved,https://www.avrpstudios.com/,https://www.avrpstudios.com/culture,https://www.linkedin.com/posts/avrp-studios_avrpstudios-mixeduse-construction-activity-7490467290459795457-YdYN,"Mixed-use architecture delivery creates coordinated structural, civil/site, MEP, and permit-response needs.",pending FindyMail lookup
referral-partner,Paul Haden,Founder and CCO,C2 Collaborative,c2collaborative.com,,unresolved,https://www.c2collaborative.com/,https://www.c2collaborative.com/leadership,https://www.linkedin.com/posts/c2-collaborative_c2-collaborative-linkedin-activity-7475980212841668609-4-QP,Commercial architecture and interiors delivery is suited to engineering partner referrals and fast coordination support.,pending FindyMail lookup
referral-partner,Heidi Hendy,Co-CEO and Managing Principal,Hendy,hhendy.com,,unresolved,https://hhendy.com/,https://hhendy.com/person/heidi-hendy/,https://hhendy.com/careers/,"Workplace and commercial design delivery benefits from MEP coordination, tenant-improvement support, and permit revisions.",pending FindyMail lookup
referral-partner,Andrew Watkins,Partner and President,JZMK Partners,jzmkpartners.com,,unresolved,https://jzmkpartners.com/,https://jzmkpartners.com/leadership/andrew-watkins/,https://www.linkedin.com/posts/jzmk-partners_jzmk-partners-is-excited-to-share-continued-activity-7473081714060288002-GJoF,"Commercial and mixed-use design work creates engineering coordination, permitting, and construction-administration fit.",pending FindyMail lookup
referral-partner,Dana L. Harbaugh,President and CEO,NAC Architecture,nacarchitecture.com,,unresolved,https://www.nacarchitecture.com/,https://www.nacarchitecture.com/people/dana-harbaugh,https://www.nacarchitecture.com/careers,Institutional and commercial architecture delivery is a fit for multidisciplinary engineering and permit coordination support.,pending FindyMail lookup
referral-partner,Ed Darden,President,Darden Architects,dardenarchitects.com,,unresolved,https://dardenarchitects.com/,https://dardenarchitects.com/our-story/leadership/,https://dardenarchitects.com/careers/,"Central Valley architecture production creates a referral fit for structural, MEP, and permit-response collaboration.",pending FindyMail lookup
referral-partner,Saravanan Bala,Office Leader,Grace Design Studios,grace-design.com,bala.s@owp.com,verified_findymail,https://grace-design.com/,https://grace-design.com/locations/phoenix,https://grace-design.com/careers,Phoenix architecture delivery creates a local fit for building-system coordination and construction documentation support.,excluded_existing_prospect
referral-partner,Dan Olic,Principal | Chief Operating Officer | Office Director - Phoenix,Cuningham,cuningham.com,,unresolved,https://cuningham.com/,https://cuningham.com/people/dan-olic-aia-ncarb-pmp-leed-ap,https://jobs.lever.co/cuningham/770c0b4e-2530-4cb7-be92-06e72caadcc1,"Phoenix commercial architecture delivery can require coordinated structural, MEP, and civil/site consultant support.",pending FindyMail lookup
referral-partner,Travis Bradley,Owner & Designer,E5 Design-Build,e5db.com,,unresolved,https://www.e5db.com/,https://www.e5db.com/,https://www.e5db.com/career,"Design-build delivery is a direct fit for fast engineering coordination, constructability input, and permit support.",pending FindyMail lookup
referral-partner,Page Repp,Founder,repp+mclain design and construction,reppmclain.com,,unresolved,https://reppmclain.com/,https://reppmclain.com/people/,https://reppmclain.com/,"Tucson design-build work, including construction closeout updates, is a fit for construction-phase engineering support.",pending FindyMail lookup
referral-partner,Rick Hamilton,Founder,Hamilton Architecture,hamiltecture.com,,unresolved,https://www.hamiltecture.com/,https://www.hamiltecture.com/about,https://www.linkedin.com/posts/hamilton-architecture_happy-to-be-working-on-another-project-with-activity-7376392855268806656-I802,"Active builder collaboration is a referral opportunity for coordinated engineering, permit, and construction-document support.",pending FindyMail lookup
referral-partner,Debra Dillon,Principal,DBSI,dbsi.com,,unresolved,https://dbsi.com/,https://dbsi.com/why-dbsi/meet-the-team,https://www.linkedin.com/posts/dbsi-inc_hiring-careers-architecture-activity-7491194724297560064-b1JT,Design-build expansion and architectural-designer recruiting signal ongoing commercial delivery and coordination needs.,pending FindyMail lookup
referral-partner,Eric S. Harris,Principal,Cuhaci Peterson,c-p.com,,unresolved,https://www.c-p.com/,https://www.c-p.com/company-profile/leadership/eric-s-harris/,https://www.c-p.com/news/cuhaci-peterson-expands-phoenix-office-to-support-continued-growth/,"Phoenix expansion serving grocery, retail, and restaurant clients creates recurring MEP, structural, civil/site, and permit coordination fit.",pending FindyMail lookup
referral-partner,Wanda Dalla Costa,Principal,Tawaw Architecture Collective,tawarc.com,,unresolved,https://www.tawarc.com/,https://www.tawarc.com/research-links,https://www.linkedin.com/posts/tawaw-architecture-collective_truthandreconciliation-indigenousdesign-activity-7449598371817857025-rDhl,Public and cultural-project design is a fit for multidisciplinary engineering consultant referrals and compliance coordination.,pending FindyMail lookup
referral-partner,Lance Enyart,Design Principal / Partner,LEA Architects,lea-architects.com,,unresolved,http://lea-architects.com/,http://lea-architects.com/team/,https://www.linkedin.com/posts/lea-architects-llc_hiring-activity-7364991081001754624-Gl12,Project-architect hiring indicates active design production suited to consultant coordination and construction-document support.,pending FindyMail lookup
