lane,name,title,company,domain,email,email_status,company_source,contact_source,need_source,need_evidence,approval_status
Architecture referral partner,R. Larry Bolton,Chairman and Chief Executive Officer,Niles Bolton Associates,nilesbolton.com,,findymail_no_result,https://www.nilesbolton.com/,https://www.nilesbolton.com/people/r-larry-bolton/,https://www.nilesbolton.com/,"Niles Bolton Associates is an architecture and planning firm with multifamily, mixed-use, hospitality, and commercial practice areas. Public evidence: https://www.nilesbolton.com/people/r-larry-bolton/. Official leadership/profile evidence: https://www.nilesbolton.com/people/r-larry-bolton/.",candidate_pending_findymail
Architecture referral partner,Jesse Reiser,Founding Partner,"Reiser+Umemoto, RUR Architecture DPC",rurarchitecture.com,,findymail_no_result,https://www.rurarchitecture.com,https://www.rurarchitecture.com/office,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Large public transportation terminal design. Received an AIANY 2025 Design Award. AIANY's dated 2025 recipient release credits RUR as architect; firm office page identifies Reiser as founding partner.,unresolved_do_not_retry
Architecture referral partner,Shigeru Ban,Founder,Shigeru Ban Architects,shigerubanarchitects.com,,unresolved,https://www.shigerubanarchitects.com,https://www.shigerubanarchitects.com/profile,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Adaptive-reuse residential project. Received an AIANY 2025 Design Award. AIANY's dated recipient release credits Shigeru Ban Architects; official profile identifies Ban as founder.,candidate_pending_findymail
Architecture referral partner,James Biber,Principal,SKOLNICK Architecture + Design Partnership,skolnickarchitecture.com,,findymail_no_result,https://www.skolnickarchitecture.com,https://www.skolnickarchitecture.com/people,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Cultural and community project. Received an AIANY 2025 Design Award. AIANY's dated recipient release credits SKOLNICK as architect; official people page provides leadership proof.,unresolved_do_not_retry
Architecture referral partner,Joshua Ramus,Founding Principal,REX,rex-ny.com,,unresolved,https://www.rex-ny.com,https://www.rex-ny.com/office,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Higher-education performing arts facility. Received an AIANY 2025 Design Award. AIANY's dated recipient release credits REX; official office page identifies Ramus as founding principal.,candidate_pending_findymail
Architecture referral partner,Adam Frampton,Founding Principal,Only If Architecture,only-if.com,,unresolved,https://only-if.com,https://only-if.com/about/,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Urban infill housing. Received an AIANY 2025 Design Award. AIANY's dated recipient release credits Only If; official about page identifies Frampton as founding principal.,candidate_pending_findymail
Architecture referral partner,Roger Ferris,Founding Principal,Roger Ferris + Partners,rogerferris.com,,findymail_no_result,https://www.rogerferris.com,https://www.rogerferris.com/studio,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,High-end residential design. Received an AIANY 2025 Design Award. AIANY's dated recipient release credits Roger Ferris + Partners; official studio page identifies Ferris as founding principal.,unresolved_do_not_retry
Architecture referral partner,John Lin,Founding Partner,Atelier XI,atelierxi.com,,findymail_no_result,https://www.atelierxi.com,https://www.atelierxi.com/about,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Public visitor-center work. Received an AIANY 2025 Design Award. AIANY's dated recipient release credits Atelier XI; official about page identifies Lin as founding partner.,unresolved_do_not_retry
Architecture referral partner,Marion Weiss,Founding Partner,Weiss/Manfredi,weissmanfredi.com,,unresolved,https://www.weissmanfredi.com,https://www.weissmanfredi.com/firm,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,University innovation campus. Received an AIANY 2025 Design Award. AIANY's dated recipient release credits Weiss/Manfredi; official firm page identifies Weiss as founding partner.,candidate_pending_findymail
Architecture referral partner,Adam Sokol,Principal,Adam Sokol Architecture Practice,adamsokolarchitecture.com,,findymail_no_result,https://www.adamsokolarchitecture.com,https://www.adamsokolarchitecture.com/about,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Adaptive mixed-use housing. Received AIANY's 2025 Citation for Adaptive Mixed-Use Housing. AIANY's dated recipient release credits the practice; official about page identifies Sokol as principal.,unresolved_do_not_retry
Architecture referral partner,Eric Magnusson,Founding Principal,Magnusson Architecture and Planning,magnussonarchitecture.com,,findymail_no_result,https://www.magnussonarchitecture.com,https://www.magnussonarchitecture.com/firm,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Affordable housing. Received AIANY's 2025 Citation for Affordable Housing. AIANY's dated recipient release credits Magnusson Architecture and Planning; official firm page identifies Magnusson as founding principal.,unresolved_do_not_retry
Architecture referral partner,Thomas de Monchaux,Partner,PBDW Architects,pbdw.com,,findymail_no_result,https://www.pbdw.com,https://www.pbdw.com/people,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Historic theater preservation. Received AIANY's 2025 Citation for Innovation in Preservation. AIANY's dated recipient release credits PBDW; official people page provides leadership proof.,unresolved_do_not_retry
Architecture referral partner,Rick Cook,Founding Partner,COOKFOX Architects,cookfox.com,,unresolved,https://www.cookfox.com,https://www.cookfox.com/people/rick-cook,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Large adaptive-reuse office project. Received AIANY's 2025 Citation for Biodiversity. AIANY's dated recipient release credits COOKFOX; official bio identifies Cook as founding partner.,candidate_pending_findymail
Architecture referral partner,Joseph Vance,Founder,Studio Joseph,studiojoseph.com,,findymail_no_result,https://www.studiojoseph.com,https://www.studiojoseph.com/about,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Specialty public-facing interior. Received an AIANY 2025 Interiors Merit award. AIANY's dated recipient release credits Studio Joseph; official about page provides firm leadership proof.,unresolved_do_not_retry
Architecture referral partner,Adam Rolston,Founding Partner,INC Architecture & Design,inc.nyc,,unresolved,https://inc.nyc,https://inc.nyc/people/adam-rolston/,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Complex landmark commercial interior. Received an AIANY 2025 Interiors Merit award. AIANY's dated recipient release credits INC; official bio identifies Rolston as founding partner.,candidate_pending_findymail
Architecture referral partner,John Grable Neukomm,Founder,JG Neukomm Architecture,jneukomm.com,,findymail_no_result,https://www.jgneukomm.com,https://www.jgneukomm.com/about,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Townhouse renovation. Received AIANY's 2025 Citation for Materials and Detailing. AIANY's dated recipient release credits JG Neukomm Architecture; official about page identifies Neukomm as founder.,unresolved_do_not_retry
Architecture referral partner,Paul Lewis,Founding Partner,LTL Architects,ltlarchitects.com,,unresolved,https://www.ltlarchitects.com,https://www.ltlarchitects.com/office,https://www.aiany.org/about/press-releases/aia-new-york-announces-design-awards-2025-recipients,Building-material and housing research. Received an AIANY 2025 Projects Honor award. AIANY's dated recipient release credits LTL; official office page identifies Lewis as founding partner.,candidate_pending_findymail
Architecture referral partner,Brett Gray,Principal,OPAL Architecture,opalarchitecture.com,,findymail_no_result,https://www.opalarchitecture.com,https://www.opalarchitecture.com/studio,https://www.architecturalrecord.com/articles/17582-aia-reveals-2025-cote-top-ten-awardees,Higher-education sustainability project. Named among the 2025 AIA COTE Top Ten awardees. Architectural Record's dated 2025 COTE report identifies OPAL and project; official studio page provides leadership proof.,unresolved_do_not_retry
Architecture referral partner,Michael Murphy,Founding Principal and Executive Director,MASS Design Group,massdesigngroup.org,,findymail_no_result,https://massdesigngroup.org,https://massdesigngroup.org/about/people/michael-murphy,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,Conservation campus and research facilities. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies MASS Design Group and project; official biography identifies Murphy's leadership role.,unresolved_do_not_retry
Architecture referral partner,Stephen Kieran,Founding Partner,KieranTimberlake,kierantimberlake.com,,unresolved,https://kierantimberlake.com,https://kierantimberlake.com/people/stephen-kieran,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,Environmental nonprofit facilities. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies KieranTimberlake and project; official biography identifies Kieran as founding partner.,candidate_pending_findymail
Architecture referral partner,R. Scott Rybicki,President and CEO,Quinn Evans,quinnevans.com,,unresolved,https://www.quinnevans.com,https://www.quinnevans.com/people/scott-rybicki/,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,Higher-education renovation. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies Quinn Evans and project; official biography identifies Rybicki as president and CEO.,candidate_pending_findymail
Architecture referral partner,Peter Bohlin,Founding Principal,Bohlin Cywinski Jackson,bcj.com,,unresolved,https://www.bcj.com,https://www.bcj.com/people/peter-bohlin/,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,Environmental education facility. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies BCJ and project; official biography identifies Bohlin as founding principal.,candidate_pending_findymail
Architecture referral partner,David Dumez,Principal,EskewDumezRipple,eskewdumezripple.com,,findymail_no_result,https://www.eskewdumezripple.com,https://www.eskewdumezripple.com/people,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,Museum and public cultural facility. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies EskewDumezRipple and project; official people page provides leadership proof.,unresolved_do_not_retry
Architecture referral partner,Morris Adjmi,Founder and Principal,Morris Adjmi Architects,ma.com,,unresolved,https://ma.com,https://ma.com/people/morris-adjmi/,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,Multifamily mixed-use development. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies Morris Adjmi Architects and project; official biography identifies Adjmi as founder and principal.,candidate_pending_findymail
Architecture referral partner,Robert A.M. Stern,Founding Partner,Robert A.M. Stern Architects,ramsa.com,,unresolved,https://www.ramsa.com,https://www.ramsa.com/people/robert-a-m-stern,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,University cultural and student-center renovation. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies RAMSA and project; official biography identifies Stern as founding partner.,candidate_pending_findymail
Architecture referral partner,David Benjamin,Founder,The Living,thelivingnewyork.com,,findymail_no_result,https://www.thelivingnewyork.com,https://www.thelivingnewyork.com/about,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,Innovative low-carbon building project. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies The Living and project; official about page identifies Benjamin as founder.,unresolved_do_not_retry
Architecture referral partner,William Stein,Partner,Dattner Architects,dattner.com,,unresolved,https://www.dattner.com,https://www.dattner.com/people/william-stein/,https://www.aia.org/design-excellence/award-winners/coter-top-ten-award-2025,Urban residential retrofit. Received a 2025 AIA COTE Top Ten Award. AIA's dated 2025 COTE award page identifies Dattner Architects and project; official biography provides leadership proof.,candidate_pending_findymail
homebuilder,David Drees,President and Chief Executive Officer,Drees Homes,dreeshomes.com,,unresolved,https://www.dreeshomes.com,https://www.dreeshomes.com/about-us/leadership/,https://www.dreeshomes.com/about-us/news-and-events/2025/drees-homes-opens-the-reserve-at-deer-run/,New community construction. Opened a new home community. Company news item and official leadership page.,candidate_pending_findymail
homebuilder,Tim McMahon,Chief Executive Officer,Fischer Homes,fischerhomes.com,,unresolved,https://www.fischerhomes.com,https://www.fischerhomes.com/about-us/leadership,https://patch.com/florida/panamacity-fl/fischer-homes-opens-first-model-home-panama-city-beach-fl,New Florida community delivery. Opened its first model home in the 121-homesite community. Dated builder announcement and official leadership page.,candidate_pending_findymail
Architecture Referral Partner,Richard D. Duncan,President,DC Architects,dcarchitects.net,,unresolved,https://dcarchitects.net/,https://dcarchitects.net/our-team,https://dcarchitects.net/,"DC Architects' official site publishes projects and describes architecture delivery, a direct fit for building-system, structural, and permitting coordination support. Official team page identifies Richard D. Duncan as President: https://dcarchitects.net/our-team. Official projects page: https://dcarchitects.net/projects.",candidate_pending_findymail
architect_design_partner,Miguel Rosales,President,Rosales + Partners Transportation Design,rosalespartners.com,mrosales@rosalespartners.com,verified_public,https://www.rosalespartners.com,https://www.rosalespartners.com/about,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized pedestrian bridge; bridge, site, drainage, and public-realm coordination are engineering-intensive. Recently awarded in the 2025 American Architecture Awards. Hickory Riverwalk Bridge — Hickory, North Carolina (2025-11-20)",pending_message_review
architect_design_partner,Craig Dykers,Founding Partner,Snøhetta,snohetta.com,craig@snohetta.com,verified_public,https://www.snohetta.com,https://snohetta.com/people/craig-dykers,https://www.chi-athenaeum.org/announcements/2025/11/26/the-2025-american-architecture-awards-winners,"2025 award-recognized museum-grounds redesign; cultural public-realm projects need civil, lighting, utilities, and accessibility coordination. Recently awarded in the 2025 American Architecture Awards. Blanton Museum of Art Grounds Redesign — Austin, Texas (2025-11-20)",pending_message_review
Architecture and engineering executive leadership,Rodney Chester,Chief Executive Officer,Gresham Smith,greshamsmith.com,,unresolved,https://www.greshamsmith.com/,https://www.greshamsmith.com/news-and-insights/gresham-smith-announces-new-executive-management-team-in-place,https://www.greshamsmith.com/,Gresham Smith’s official announcement calls it a national architecture and engineering firm; its projects create mission-driven built environments. Official executive-management announcement names Chester as CEO.,candidate_pending_findymail
Multifamily and commercial architecture leadership,Adam Wagner,Founder,Market Square Architects,marketsquarearchitects.com,,unresolved,https://marketsquarearchitects.com/about,https://marketsquarearchitects.com/about,https://marketsquarearchitects.com/about,Its official about page says the firm was founded by Adam Wagner and Rob Harbeson and has staff and projects nationwide; its site identifies commercial and multifamily architecture. Official about page directly establishes the founder relationship.,candidate_pending_findymail
Architecture firm principal,Charles Hilton,Principal,Charles Hilton Architects,hiltonarchitects.com,,unresolved,https://www.hiltonarchitects.com/leadership,https://www.hiltonarchitects.com/leadership,https://www.hiltonarchitects.com/leadership,The firm’s official leadership page identifies Hilton as Principal; the practice provides architecture across residential and commercial-oriented work. Official leadership page supplies the title and relationship.,candidate_pending_findymail
Multifamily and commercial architecture principal,Michael Ytterberg,Principal-in-Charge and Design Principal,MY Architecture,myarchitecture.build,,unresolved,https://myarchitecture.build/,https://myarchitecture.build/,https://myarchitecture.build/,"MY Architecture’s official homepage describes deep expertise in urban mixed-use, multifamily, commercial, and cultural projects and identifies Ytterberg as a principal. Official home page provides the named leadership relationship and sector fit.",candidate_pending_findymail
architect,Elizabeth Leber,President and Chief Executive Officer,Beyer Blinder Belle,beyerblinderbelle.com,,unresolved,https://www.beyerblinderbelle.com/,https://www.beyerblinderbelle.com/people/elizabeth-leber/,https://www.beyerblinderbelle.com/,"BBB's official practice encompasses cultural, education, health, residential, workplace, and historic-preservation projects.",candidate_pending_findymail
Architecture Referral Partner,Peter Phillips,Principal / Partner,phillips | associates,pa-arch.com,pphillips@pa-arch.com,verified_findymail,https://www.pa-arch.com/,https://www.pa-arch.com/meet-the-team,https://www.pa-arch.com/commercial-projects-1,Official company homepage describes a full-service Pennsylvania architecture firm creating designs for residential and commercial developments; the official team page identifies Peter Phillips as Principal/Partner and registered architect. Commercial projects are explicitly published on the firm site.,pending_production_checks
Architecture Referral Partner,Peter Pennoyer,Founding Principal,Peter Pennoyer Architects,ppapc.com,peter@ppapc.com,verified_public,https://www.ppapc.com/,https://www.ppapc.com/profile/principals,https://www.ppapc.com/profile/principals,"Official principals page identifies Peter Pennoyer as Founding Principal and publishes peter@ppapc.com; the same page describes the practice leadership of multifamily and commercial development projects, evidencing recurring engineering coordination needs.",pending_message_review
Direct,Richard Colebank,President and COO,"Alpha Associates, Inc.",thinkalphafirst.com,rick.colebank@thinkalphafirst.com,verified_public,https://thinkalphafirst.com/,https://thinkalphafirst.com/contact-us,https://thinkalphafirst.com/projects-1,"Official contact page identifies Richard Colebank as President and COO and visibly publishes his same-domain email. Official projects page documents architecture and engineering work across academic institutions and historic restorations, including a 120,000-SF school connector.",pending_message_review
Architecture Referral Partner,Christopher Fuller,Managing Principal,"K. Norman Berry Associates Architects, PLLC",knbarch.com,cfuller@knbarch.com,verified_findymail,https://knbarch.com/,https://knbarch.com/knba-has-a-new-managing-principal,https://knbarch.com/knba-has-a-new-managing-principal,"Official April 2026 company announcement names Christopher Fuller Managing Principal and documents his current oversight of the Belvedere, Morehead State University academic building, and Kentucky Humane Society campus—active civic/institutional work requiring engineering coordination.",pending_production_checks
Architecture Referral Partner,John R. Ketenbrink,CEO,LMH Architecture,lmharchitecture.com,jketenbrink@lmharchitecture.com,verified_findymail,https://www.lmharchitecture.com/,https://www.lmharchitecture.com/about,https://www.lmharchitecture.com/about,"Official company about page identifies John R. Ketenbrink as CEO and states LMH specializes in healthcare, behavioral healthcare, senior living, education, and commercial spaces; its managing principals oversee project quality and design.",pending_production_checks
